timestamp_ms,motion_detected,roll_deg,pitch_deg,yaw_deg,filtered_accel_x_(m/s²),filtered_accel_y_(m/s²),filtered_accel_z_(m/s²),filtered_gyro_x_(deg/s),filtered_gyro_y_(deg/s),filtered_gyro_z_(deg/s),accel_magnitude,gyro_magnitude,adc0,adc1,adc2,adc3,adc4,Label
6047,1,-1.76,31.96,-76.96,-7.7287,-0.4483,12.3787,-12.4212,-1.0617,-15.1203,238.9581,74.5256,0,0,0,เก้า
6073,1,-1.7,32.12,-77.33,-7.7695,-0.4339,12.369,-12.1771,-1.4962,-14.1679,238.9581,74.5256,0,0,0,เก้า
6099,1,-1.65,32.27,-77.65,-7.8083,-0.4223,12.3595,-10.5277,-0.5482,-12.1904,188.4223,64.035,0,0,0,เก้า
6125,1,-1.67,32.32,-77.93,-7.8289,-0.4278,12.3668,-9.6355,-0.4387,-10.7762,251.592,79.7709,0,0,0,เก้า
6151,1,-1.65,32.37,-78.18,-7.8439,-0.4215,12.3683,-9.8435,-1.1261,-9.8754,251.592,79.7709,0,0,0,เก้า
6177,1,-1.6,32.47,-78.41,-7.8664,-0.4103,12.3551,-9.3493,-2.1042,-8.7381,264.2259,85.0163,0,0,0,เก้า
6203,1,-1.58,32.59,-78.59,-7.9015,-0.4053,12.3513,-7.5906,-1.7907,-6.8973,213.6902,74.5256,0,0,0,เก้า
6229,1,-1.57,32.61,-78.72,-7.9104,-0.4022,12.3575,-6.8858,-1.1429,-5.1203,276.8598,100.7522,0,0,0,เก้า
6255,1,-1.58,32.57,-78.82,-7.9064,-0.4052,12.3693,-5.6484,-2.0958,-3.7397,264.2259,105.9975,0,0,0,เก้า
6281,1,-1.52,32.64,-78.88,-7.921,-0.3897,12.3622,-6.6973,-2.8113,-2.5378,264.2259,111.2429,0,0,0,เก้า
6307,1,-1.44,32.68,-78.91,-7.9306,-0.3695,12.359,-5.099,-3.2521,-0.8952,226.3241,105.9975,0,0,0,เก้า
6333,1,-1.45,32.67,-78.9,-7.9341,-0.3729,12.3661,-4.22,-3.2253,0.3082,276.8598,121.7335,0,0,0,เก้า
6359,1,-1.45,32.7,-78.87,-7.9273,-0.3711,12.3432,-5.3476,-3.2122,1.1475,276.8598,126.9788,0,0,0,เก้า
6385,1,-1.38,32.8,-78.81,-7.9353,-0.353,12.3083,-3.9296,-4.5457,2.3153,276.8598,132.2242,0,0,0,เก้า
6411,1,-1.47,32.85,-78.72,-7.9434,-0.3765,12.298,-1.4472,-6.2193,3.4508,238.9581,132.2242,0,0,0,เก้า
6437,1,-1.57,32.92,-78.57,-7.9704,-0.4012,12.3059,1.4448,-7.3615,5.8117,289.4937,137.4695,0,0,0,เก้า
6463,1,-1.67,32.89,-78.36,-7.9927,-0.4297,12.3531,2.4554,-8.0738,8.0897,276.8598,147.9601,0,0,0,เก้า
